STIG ID,NIST 800-53 Control ID,Severity,Step Number,Action/Command,Expected Output/Result,Expected Screen Output (what user sees),Notes,Pass/Fail
SV-257999r1134918_rule,CM.06.1(iv),MEDIUM,1,"Run `rpm --verify openssh-server | awk '! ($2 == ""c"" && $1 ~ /^.\..\.\.\.\..\./) {print $0}'`","The following condition must NOT be true: the command returns any output. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: 2 = =,[ ] Pass / [ ] Fail
SV-258000r1045063_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/ssh/*_key`","The following condition must NOT be true: any private host key file has a mode more permissive than ""0640"". If it is true, this is a finding.

The configuration includes:
  640 /etc/ssh/ssh_host_dsa_key
  640 /etc/ssh/ssh_host_ecdsa_key
  640 /etc/ssh/ssh_host_ed25519_key",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258001r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `stat -c ""%a %n"" /etc/ssh/*.pub`","The configuration includes:
  644 /etc/ssh/ssh_host_dsa_key.pub
  644 /etc/ssh/ssh_host_ecdsa_key.pub
  644 /etc/ssh/ssh_host_ed25519_key.pub",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258002r991589_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258003r1045065_rule,CM.05(1),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"'the required value' must be 'set,'. If it is not, this is a finding.

The configuration includes:
  GSSAPIAuthentication no",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258004r1045067_rule,CM.05(1),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"The configuration includes:
  KerberosAuthentication no",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258005r1045069_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258006r1045071_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258007r1045073_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258008r1045075_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258009r1045077_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258011r1045079_rule,CM.06.1(iv),MEDIUM,1,Run `/usr/sbin/sshd -dd 2>&1 | awk '/filename/ {print $4}' | tr -d '\r' | tr '\n' ' ' | xargs sudo grep -`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -iH,,[ ] Pass / [ ] Fail
SV-258012r1014855_rule,AC.08.1(ii),MEDIUM,1,Run `gsettings get org.gnome.login-screen banner-message-enable`,"The following condition must NOT be true: the result is ""false"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258013r1045082_rule,AC.08.1(ii),MEDIUM,1,Run `gsettings writable org.gnome.login-screen banner-message-enable`,"The following condition must NOT be true: ""banner-message-enable"" is writable or the result is ""true"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258014r1045084_rule,IA.03.1(ii),MEDIUM,1,Manual verification: Configure the GNOME desktop to disable automated mounting of removable media.,"Must: RHEL 9 disables the graphical user interface automount function with the following command:

$ gsettings get org. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258015r1045086_rule,IA.03.1(ii),MEDIUM,1,Run `grep system-db /etc/dconf/profile/user`,"Output must be: modified if a database other than. If it is not, this is a finding.",Command output should show lines matching pattern: system-db,,[ ] Pass / [ ] Fail
SV-258015r1045086_rule,IA.03.1(ii),MEDIUM,2,Run `grep 'automount-open' /etc/dconf/db/local.d/locks/*`,"Output must be: modified if a database other than. If it is not, this is a finding.",Command output should show lines matching pattern: system-db,,[ ] Pass / [ ] Fail
SV-258016r958804_rule,CM.07(2),MEDIUM,1,Manual verification: Configure the GNOME desktop to disable the autorun function on removable media.,"All verification requirements must be met. If any requirement is not met, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258017r1045088_rule,IA.03.1(ii),MEDIUM,1,Manual verification: Configure the GNOME desktop to not allow a user to change the setting that disables autorun on removable media.,"Must: RHEL 9 disables ability of the user to override the graphical user interface autorun setting. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258018r1045090_rule,CM.06.1(iv),HIGH,1,Run `grep -i automaticlogin /etc/gdm/custom.conf`,"The following condition must NOT be true: the value of ""AutomaticLoginEnable"" is not set to ""false"". If it is true, this is a finding.",Command output should show lines matching pattern: -i,File location: /etc/gdm/custom.conf; Configuration: AutomaticLoginEnable = false,[ ] Pass / [ ] Fail
SV-258019r1045092_rule,AC.11.1(iii),MEDIUM,1,Run `gsettings get org.gnome.settings-daemon.peripherals.smartcard removal-action`,"'the result' must be 'lock-screen'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258020r1045094_rule,AC.11.1(iii),MEDIUM,1,Run `gsettings writable org.gnome.settings-daemon.peripherals.smartcard removal-action`,"The following condition must NOT be true: ""removal-action"" is writable and the result is ""true"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258021r1015088_rule,AC.11.1(iii),MEDIUM,1,Run `gsettings get org.gnome.desktop.screensaver lock-enabled`,"'the system does not have any graphical user interface installed, this requirement' must be 'Applicable.

$ gsettings get org.gnome.desktop.screensaver lock-enabled

true

If the setting is'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258022r1045097_rule,AC.11.1(iii),MEDIUM,1,Run `gsettings writable org.gnome.desktop.screensaver lock-enabled`,"The following condition must NOT be true: ""lock-enabled"" is writable and the result is ""true"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258023r958402_rule,AC.11.1(ii),MEDIUM,1,Run `gsettings get org.gnome.desktop.session idle-delay`,"'the system does not have any graphical user interface installed, this requirement' must be 'Applicable.

$ sudo gsettings get org.gnome.desktop.session idle-delay

uint32 900

If'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258024r1045100_rule,AC.11.1(ii),MEDIUM,1,Run `gsettings writable org.gnome.desktop.session idle-delay`,"The following condition must NOT be true: ""idle-delay"" is writable and the result is ""true"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258025r958402_rule,AC.11.1(ii),MEDIUM,1,Run `gsettings get org.gnome.desktop.screensaver lock-delay`,"'the system does not have any graphical user interface installed, this requirement' must be 'Applicable.

$ gsettings get org.gnome.desktop.screensaver lock-delay

uint32 5

If the'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258026r1045103_rule,AC.11.1(ii),MEDIUM,1,Run `gsettings writable org.gnome.desktop.screensaver lock-delay`,"The following condition must NOT be true: ""lock-delay"" is writable and the result is ""true"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258027r1045106_rule,AC.11.1(1),MEDIUM,1,Run `gsettings writable org.gnome.desktop.screensaver picture-uri`,"The following condition must NOT be true: ""picture-uri"" is writable and the result is ""true"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258028r991589_rule,CM.06.1(iv),MEDIUM,1,Run `cat /etc/dconf/db` in a privileged terminal session.,"File contents displayed. Verify contents match the expected result. If they do not, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: db_mtime = $(stat; Configuration: keyfile_mtime = $(stat,[ ] Pass / [ ] Fail
SV-258029r1045109_rule,CM.06.1(iv),MEDIUM,1,Run `gsettings get org.gnome.login-screen disable-restart-buttons`,"The following condition must NOT be true: ""disable-restart-buttons"" is ""false"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258030r1045112_rule,CM.06.1(iv),MEDIUM,1,Run `gsettings writable org.gnome.login-screen disable-restart-buttons`,"The following condition must NOT be true: ""disable-restart-buttons"" is writable and the result is ""true"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258031r1134920_rule,CM.06.1(iv),MEDIUM,1,Manual verification: Potential command (not recognized): Configure RHEL 9 to ignore the Ctrl-Alt-Del sequence in the GNOME desktop,"All verification requirements must be met. If any requirement is not met, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258032r1045117_rule,CM.06.1(iv),MEDIUM,1,Manual verification: Potential command (not recognized): Configure RHEL 9 to disallow the user changing the Ctrl-Alt-Del sequence in the GNOME desktop,"Must: that users cannot enable the Ctrl-Alt-Del sequence in the GNOME desktop with the following command:

$ gsettings writable org. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258033r1045120_rule,CM.06.1(iv),MEDIUM,1,Run `gsettings get org.gnome.login-screen disable-user-list`,"The following condition must NOT be true: the setting is ""false"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258034r1051267_rule,IA.03.1(ii),MEDIUM,1,Run `grep -r usb-storage /etc/modprobe.conf /etc/modprobe.d/*`,"'the command does not return any output, or either line is commented out, and use of USB Storage' must be 'documented with the information system security officer (ISSO) as an operational requirement,'. If it is not, this is a finding.",Command output should show lines matching pattern: -r,File location: /etc/modprobe.conf,[ ] Pass / [ ] Fail
SV-258035r1045125_rule,IA.03,MEDIUM,1,Run `dnf list installed usbguard`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258037r1014863_rule,AU.12.1(ii),LOW,1,Run `grep AuditBackend /etc/usbguard/usbguard-daemon.conf`,"'AuditBackend' must be 'set to'. If it is not, this is a finding.",Command output should show lines matching pattern: AuditBackend,File location: /etc/usbguard/usbguard-daemon.conf; Configuration: AuditBackend = LinuxAudit,[ ] Pass / [ ] Fail
SV-258038r1045128_rule,IA.03,MEDIUM,1,Manual verification: Configure the operating system to enable the blocking of unauthorized peripherals with the following command:,"All verification requirements must be met. If any requirement is not met, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258039r1045131_rule,CM.07.1(ii),MEDIUM,1,Run `grep -r bluetooth /etc/modprobe.conf /etc/modprobe.d/*`,"'the command does not return any output, or the lines are commented out, and use of Bluetooth' must be 'documented with the information system security officer (ISSO) as an operational requirement,'. If it is not, this is a finding.",Command output should show lines matching pattern: -r,File location: /etc/modprobe.conf,[ ] Pass / [ ] Fail
SV-258040r991568_rule,AC.18.1(1),MEDIUM,1,Run `nmcli device status`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258041r1038967_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep -i pass_max_days /etc/login.defs`,"Must: that RHEL 9 enforces a 60-day maximum password lifetime for new user accounts by running the following command:

$ grep -i pass_max_days /etc/login. If it does not, this is a finding.",Command output should show lines matching pattern: -i,,[ ] Pass / [ ] Fail
SV-258042r1045133_rule,IA.05.1(1)(v),MEDIUM,1,"Run `awk -F: '$5 > 60 {printf ""%s %d\n"", $1, $5}' /etc/shadow`","The following condition must NOT be true: any results are returned that are not associated with a system account. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258042r1045133_rule,IA.05.1(1)(v),MEDIUM,2,"Run `awk -F: '$5 <= 0 {printf ""%s %d\n"", $1, $5}' /etc/shadow`","The following condition must NOT be true: any results are returned that are not associated with a system account. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258044r1045135_rule,CM.06.1(iv),MEDIUM,1,"Run `find /home -maxdepth 2 -type f -name "".[^.]*"" -exec grep -iH -d skip --exclude=.bash_history umask {`","Must: that the default umask for all local interactive users is ""077"". If it does not, this is a finding.",Command output should show lines matching pattern: -iH,Configuration: exclude = .bash_history,[ ] Pass / [ ] Fail
SV-258045r958482_rule,AU.03.1(1)(ii),MEDIUM,1,"Run `awk -F "":"" 'list[$3]++{print $1, $3}' /etc/passwd`","The following condition must NOT be true: output is produced and the accounts listed are interactive user accounts. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258046r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `awk -F: '($3<1000){print $1 "":"" $3 "":"" $7}' /etc/passwd`","'any system account (other than the root account) has a login shell and it' must be 'documented with the information system security officer (ISSO),'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258047r1101951_rule,AC.02.1(2)(ii),MEDIUM,1,Manual verification: Configure the operating system to expire temporary accounts after 72 hours with the following command:,"Must: temporary accounts have been provisioned with an expiration date of 72 hours. If it does not, this is a finding.; Must: each of these accounts has an expiration date set within 72 hours. If it does not, this is a finding.",Command output should show lines matching pattern: -i,,[ ] Pass / [ ] Fail
SV-258048r1069380_rule,IA.02.1,MEDIUM,1,"Manual verification: Configure the system so that all GIDs are referenced in ""/etc/passwd"" are defined in ""/etc/group"".","Must: that all RHEL 9 interactive users have a valid GID. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258049r1015092_rule,IA.04.1(iii),MEDIUM,1,Run `grep -i inactive /etc/default/useradd`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -i,Configuration: INACTIVE = 35,[ ] Pass / [ ] Fail
SV-258050r1045137_rule,CM.06.1(iv),MEDIUM,1,"Run `find /home -maxdepth 2 -type f -name "".[^.]*"" -exec grep -iH path= {} \`","'any local interactive user initialization files have executable search path statements that include directories outside of their home directory, and this' must be 'documented with the ISSO as an operational requirement,'. If it is not, this is a finding.",Command output should show lines matching pattern: -iH,"Configuration: path = {}; Configuration: PATH = ""$HOME/.local/bin:$HOME/bin:$PATH""",[ ] Pass / [ ] Fail
SV-258051r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `awk -F: '($3>=1000)&&($7 !~ /nologin/){print $1, $3, $6}' /etc/passwd`","'users home directory' must be 'defined,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258052r991589_rule,CM.06.1(iv),MEDIUM,1,Manual verification: Potential command (not recognized): Create home directories to all local interactive users that currently do not have a home directory assigned. Us...,"All verification requirements must be met. If any requirement is not met, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258053r991589_rule,CM.06.1(iv),MEDIUM,1,Run `ls -ld $(awk -F: '($3>=1000)&&($7 !~ /nologin/){print $6}' /etc/passwd)`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: $(grep,,[ ] Pass / [ ] Fail
SV-258053r991589_rule,CM.06.1(iv),MEDIUM,2,Run `grep $(grep wadea /etc/passwd | awk -F: ‘{print $4}') /etc/group`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: $(grep,,[ ] Pass / [ ] Fail
SV-258055r1045140_rule,AC.07.1(ii),MEDIUM,1,Run `grep even_deny_root /etc/security/faillock.conf`,"The following condition must NOT be true: the ""even_deny_root"" option is not set or is missing or commented out. If it is true, this is a finding.",Command output should show lines matching pattern: even_deny_root,File location: /etc/security/faillock.conf,[ ] Pass / [ ] Fail
SV-258056r1045143_rule,AC.07.1(ii),MEDIUM,1,Run `grep fail_interval /etc/security/faillock.conf`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: fail_interval,File location: /etc/security/faillock.conf; Configuration: fail_interval = 900,[ ] Pass / [ ] Fail
SV-258058r1045148_rule,CM.06.1(iv),MEDIUM,1,Run `less /etc/passwd`,"Must: that there are no unauthorized interactive user accounts with the following command:

$ less /etc/passwd  

root:x:0:0:root:/root:/bin/bash. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258059r991589_rule,CM.06.1(iv),HIGH,1,Run `awk -F: '$3 == 0 {print $1}' /etc/passwd`,"The following condition must NOT be true: any accounts other than ""root"" have a UID of ""0"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: 3 = =,[ ] Pass / [ ] Fail
SV-258060r1045150_rule,AC.07.1(ii),MEDIUM,1,Run `grep -w dir /etc/security/faillock.conf`,"Must: the ""/etc/security/faillock. If it does not, this is a finding.",Command output should show lines matching pattern: -w,File location: /etc/security/faillock.conf; Configuration: dir = /var/log/faillock,[ ] Pass / [ ] Fail
SV-258061r958482_rule,IA.02.1,MEDIUM,1,Run `cat /etc/group` in a privileged terminal session.,"The following condition must NOT be true: the system has duplicate GIDs. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258062r991589_rule,CM.06.1(iv),MEDIUM,1,"Run `find /home -perm -002 -type f -name "".[^.]*"" -exec ls -ld {} \`","The following condition must NOT be true: any local initialization files are found to reference world-writable files. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258070r1045153_rule,AC.07.1(ii),MEDIUM,1,Run `grep audit /etc/security/faillock.conf`,"Must: the ""/etc/security/faillock. If it does not, this is a finding.",Command output should show lines matching pattern: audit,File location: /etc/security/faillock.conf,[ ] Pass / [ ] Fail
SV-258071r991588_rule,CM.06.1(iv),MEDIUM,1,Run `grep -i fail_delay /etc/login.defs`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: -i,,[ ] Pass / [ ] Fail
SV-258072r1045155_rule,CM.06.1(iv),MEDIUM,1,Run `grep umask /etc/bashrc`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: umask,,[ ] Pass / [ ] Fail
SV-258073r1045157_rule,CM.06.1(iv),MEDIUM,1,Run `grep umask /etc/csh.cshrc`,"Must: the ""umask"" setting is configured correctly in the ""/etc/csh. If it does not, this is a finding.",Command output should show lines matching pattern: umask,,[ ] Pass / [ ] Fail
SV-258075r991590_rule,CM.06.1(iv),MEDIUM,1,Run `grep umask /etc/profile`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: umask,,[ ] Pass / [ ] Fail
SV-258077r1014874_rule,SC.10.1(ii),MEDIUM,1,Run `grep -i ^StopIdleSessionSec /etc/systemd/logind.conf`,"'StopIdleSessionSec' must be 'configured to'. If it is not, this is a finding.",Command output should show lines matching pattern: -i,File location: /etc/systemd/logind.conf; Configuration: StopIdleSessionSec = 900,[ ] Pass / [ ] Fail
SV-258078r958944_rule,SC.03.1(ii),HIGH,1,Run `getenforce`,"'SELINUX' must be 'set to'. If it is not, this is a finding.",Command output should show lines matching pattern: SELINUX=,"Configuration: SELINUX = ""; Configuration: SELINUX = can",[ ] Pass / [ ] Fail
SV-258078r958944_rule,SC.03.1(ii),HIGH,2,"Run `grep ""SELINUX="" /etc/selinux/config`","'SELINUX' must be 'set to'. If it is not, this is a finding.",Command output should show lines matching pattern: SELINUX=,"Configuration: SELINUX = ""; Configuration: SELINUX = can",[ ] Pass / [ ] Fail
SV-258079r1045159_rule,SI.06.a,MEDIUM,1,"Run `sestatus | grep ""policy name""`","'the loaded policy name' must be 'targeted'. If it is not, this is a finding.",Command output should show lines matching pattern: policy,,[ ] Pass / [ ] Fail
SV-258080r1045162_rule,AC.07.1(ii),MEDIUM,1,Run `grep -w dir /etc/security/faillock.conf`,"'the system does not have SELinux enabled and enforcing a targeted policy, or if the pam_faillock module is not configured for use, this requirement is Not Applicable.

$ sudo grep -w dir /etc/security/faillock.conf

dir = /var/log/faillock

Check the security context type of the nondefault tally directory with the following command:

$ ls -Zd /var/log/faillock

unconfined_u:object_r:faillog_t:s0 /var/log/faillock

If the security context type of the nondefault tally directory' must be 'faillog_t'. If it is not, this is a finding.",Command output should show lines matching pattern: -w,File location: /etc/security/faillock.conf; Configuration: dir = /var/log/faillock,[ ] Pass / [ ] Fail
SV-258080r1045162_rule,AC.07.1(ii),MEDIUM,2,Run `ls -Zd /var/log/faillock`,"'the system does not have SELinux enabled and enforcing a targeted policy, or if the pam_faillock module is not configured for use, this requirement is Not Applicable.

$ sudo grep -w dir /etc/security/faillock.conf

dir = /var/log/faillock

Check the security context type of the nondefault tally directory with the following command:

$ ls -Zd /var/log/faillock

unconfined_u:object_r:faillog_t:s0 /var/log/faillock

If the security context type of the nondefault tally directory' must be 'faillog_t'. If it is not, this is a finding.",Command output should show lines matching pattern: -w,File location: /etc/security/faillock.conf; Configuration: dir = /var/log/faillock,[ ] Pass / [ ] Fail
SV-258082r1045166_rule,CM.06.1(iv),MEDIUM,1,Run `dnf list --installed policycoreutils-python-utils`,"The following condition must NOT be true: the ""policycoreutils-python-utils"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258083r1045168_rule,AC.06(10),MEDIUM,1,Run `dnf list --installed sudo`,"The following condition must NOT be true: the ""sudo"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258085r1045173_rule,CM.06.1(iv),MEDIUM,1,Run `egrep -ir '(!rootpw|!targetpw|!runaspw)' /etc/sudoers /etc/sudoers.d/ | grep -v '#'`,"'Defaults !targetpw' must be 'defined, this is a finding.

If'. If it is not, this is a finding.",Command output should show lines matching pattern: -ir,,[ ] Pass / [ ] Fail
SV-258086r1102063_rule,IA.11,MEDIUM,1,Run `egrep -iR '!authenticate' /etc/sudoers /etc/sudoers.d/`,"The following condition must NOT be true: any occurrences of ""!authenticate"" are returned. If it is true, this is a finding.",Command output should show lines matching pattern: -iR,,[ ] Pass / [ ] Fail
SV-258087r1102071_rule,CM.06.1(iv),MEDIUM,1,Run `grep -iwR 'ALL' /etc/sudoers /etc/sudoers.d/ | grep -v '#'`,"The following condition must NOT be true: the either of the following entries are returned. If it is true, this is a finding.",Command output should show lines matching pattern: -iwR,Configuration: ALL = (ALL); Configuration: ALL = (ALL:ALL),[ ] Pass / [ ] Fail
SV-258088r1050789_rule,AC.03(4),MEDIUM,1,Run `grep pam_wheel /etc/pam.d/su`,"Must: that RHEL 9 requires uses to be members of the ""wheel"" group with the following command:

$ grep pam_wheel /etc/pam. If it does not, this is a finding.",Command output should show lines matching pattern: pam_wheel,,[ ] Pass / [ ] Fail
SV-258089r1045179_rule,CM.07(2),MEDIUM,1,Run `dnf list --installed fapolicyd`,"The following condition must NOT be true: the ""fapolicyd"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258090r958808_rule,CM.07(2),MEDIUM,1,Run `systemctl is-active fapolicyd`,"'fapolicyd module' must be 'active,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258091r1045185_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep -w retry /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"Must: RHEL 9 is configured to limit the ""pwquality"" retry option to ""3"". If it does not, this is a finding.",Command output should show lines matching pattern: -w,File location: /etc/security/pwquality.conf; Configuration: retry = 3,[ ] Pass / [ ] Fail
SV-258094r1045187_rule,CM.06.1(iv),HIGH,1,Run `grep -i nullok /etc/pam.d/system-auth /etc/pam.d/password-auth`,"The following condition must NOT be true: output is produced. If it is true, this is a finding.",Command output should show lines matching pattern: -i,,[ ] Pass / [ ] Fail
SV-258095r1045189_rule,AC.07.1(ii),MEDIUM,1,Run `grep pam_faillock.so /etc/pam.d/system-auth`,"Must: the pam_faillock. If it does not, this is a finding.",Command output should show lines matching pattern: pam_faillock.so,,[ ] Pass / [ ] Fail
SV-258096r1045191_rule,AC.07.1(ii),MEDIUM,1,Run `grep pam_faillock.so /etc/pam.d/password-auth`,"Must: the pam_faillock. If it does not, this is a finding.",Command output should show lines matching pattern: pam_faillock.so,,[ ] Pass / [ ] Fail
SV-258099r1045198_rule,IA.07.1,MEDIUM,1,Run `grep rounds /etc/pam.d/password-auth`,"Must: the number of rounds for the password hashing algorithm is configured with the following command:

$ grep rounds /etc/pam. If it does not, this is a finding.",Command output should show lines matching pattern: rounds,Configuration: rounds = 100000,[ ] Pass / [ ] Fail
SV-258100r1045201_rule,IA.07.1,MEDIUM,1,Run `grep rounds /etc/pam.d/system-auth`,"Must: the number of rounds for the password hashing algorithm is configured with the following command:

$ sudo grep rounds /etc/pam. If it does not, this is a finding.",Command output should show lines matching pattern: rounds,Configuration: rounds = 100000,[ ] Pass / [ ] Fail
SV-258101r1045204_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep enforce_for_root /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"The following condition must NOT be true: ""enforce_for_root"" is commented or missing. If it is true, this is a finding.",Command output should show lines matching pattern: enforce_for_root,File location: /etc/security/pwquality.conf,[ ] Pass / [ ] Fail
SV-258102r1045207_rule,IA.05.1(1)(v),MEDIUM,1,Run `grep lcredit /etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf`,"The following condition must NOT be true: the value of ""lcredit"" is a positive number or is commented out. If it is true, this is a finding.",Command output should show lines matching pattern: lcredit,File location: /etc/security/pwquality.conf; Configuration: lcredit = -1,[ ] Pass / [ ] Fail
